product_id,title,author,year,genre,subgenre,page,avg_rating,price,description,photo,stock
537,"Sophie's Choice","William Styron",1979,Fiction,Historical,560,4.1,15,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aliquam iaculis neque nec sem convallis sagittis. Curabitur magna dui, ullamcorper eget posuere eu, pellentesque feugiat est. Ut volutpat tellus a orci mollis lobortis. Duis eu lectus accumsan, pulvinar turpis vel, sollicitudin urna. Praesent eget porta ex. Praesent nisi erat, tincidunt sed mi ac, lacinia vulputate arcu. Curabitur a purus finibus, volutpat velit fermentum, ornare erat. Aliquam sed malesuada erat, condimentum cursus purus. Curabitur lobortis tempor mauris vel vehicula. Nullam pellentesque lorem non justo porttitor, eu tempus magna sodales. Quisque suscipit massa in justo ullamcorper porttitor.",...,50
538,"The Confessions of Nat Turner","William Styron",1967,Fiction,Historical,448,3.8,14,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aliquam iaculis neque nec sem convallis sagittis. Curabitur magna dui, ullamcorper eget posuere eu, pellentesque feugiat est. Ut volutpat tellus a orci mollis lobortis. Duis eu lectus accumsan, pulvinar turpis vel, sollicitudin urna. Praesent eget porta ex. Praesent nisi erat, tincidunt sed mi ac, lacinia vulputate arcu. Curabitur a purus finibus, volutpat velit fermentum, ornare erat. Aliquam sed malesuada erat, condimentum cursus purus. Curabitur lobortis tempor mauris vel vehicula. Nullam pellentesque lorem non justo porttitor, eu tempus magna sodales. Quisque suscipit massa in justo ullamcorper porttitor.",...,80
539,V,"Thomas Pynchon",1963,Classic,Post-Modern,496,3.9,14,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aliquam iaculis neque nec sem convallis sagittis. Curabitur magna dui, ullamcorper eget posuere eu, pellentesque feugiat est. Ut volutpat tellus a orci mollis lobortis. Duis eu lectus accumsan, pulvinar turpis vel, sollicitudin urna. Praesent eget porta ex. Praesent nisi erat, tincidunt sed mi ac, lacinia vulputate arcu. Curabitur a purus finibus, volutpat velit fermentum, ornare erat. Aliquam sed malesuada erat, condimentum cursus purus. Curabitur lobortis tempor mauris vel vehicula. Nullam pellentesque lorem non justo porttitor, eu tempus magna sodales. Quisque suscipit massa in justo ullamcorper porttitor.",...,58
540,"The Crying of Lot 49","Thomas Pynchon",1966,Classic,Post-Modern,192,3.8,11,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aliquam iaculis neque nec sem convallis sagittis. Curabitur magna dui, ullamcorper eget posuere eu, pellentesque feugiat est. Ut volutpat tellus a orci mollis lobortis. Duis eu lectus accumsan, pulvinar turpis vel, sollicitudin urna. Praesent eget porta ex. Praesent nisi erat, tincidunt sed mi ac, lacinia vulputate arcu. Curabitur a purus finibus, volutpat velit fermentum, ornare erat. Aliquam sed malesuada erat, condimentum cursus purus. Curabitur lobortis tempor mauris vel vehicula. Nullam pellentesque lorem non justo porttitor, eu tempus magna sodales. Quisque suscipit massa in justo ullamcorper porttitor.",...,38
541,"Gravity's Rainbow","Thomas Pynchon",1973,Classic,Post-Modern,776,4,22,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aliquam iaculis neque nec sem convallis sagittis. Curabitur magna dui, ullamcorper eget posuere eu, pellentesque feugiat est. Ut volutpat tellus a orci mollis lobortis. Duis eu lectus accumsan, pulvinar turpis vel, sollicitudin urna. Praesent eget porta ex. Praesent nisi erat, tincidunt sed mi ac, lacinia vulputate arcu. Curabitur a purus finibus, volutpat velit fermentum, ornare erat. Aliquam sed malesuada erat, condimentum cursus purus. Curabitur lobortis tempor mauris vel vehicula. Nullam pellentesque lorem non justo porttitor, eu tempus magna sodales. Quisque suscipit massa in justo ullamcorper porttitor.",...,10
542,"Mason & Dixon","Thomas Pynchon",1997,Fiction,Historical,784,4.1,20,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aliquam iaculis neque nec sem convallis sagittis. Curabitur magna dui, ullamcorper eget posuere eu, pellentesque feugiat est. Ut volutpat tellus a orci mollis lobortis. Duis eu lectus accumsan, pulvinar turpis vel, sollicitudin urna. Praesent eget porta ex. Praesent nisi erat, tincidunt sed mi ac, lacinia vulputate arcu. Curabitur a purus finibus, volutpat velit fermentum, ornare erat. Aliquam sed malesuada erat, condimentum cursus purus. Curabitur lobortis tempor mauris vel vehicula. Nullam pellentesque lorem non justo porttitor, eu tempus magna sodales. Quisque suscipit massa in justo ullamcorper porttitor.",...,15
543,"Inherent Vice","Thomas Pynchon",2009,Fiction,Mystery,384,3.7,14.5,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aliquam iaculis neque nec sem convallis sagittis. Curabitur magna dui, ullamcorper eget posuere eu, pellentesque feugiat est. Ut volutpat tellus a orci mollis lobortis. Duis eu lectus accumsan, pulvinar turpis vel, sollicitudin urna. Praesent eget porta ex. Praesent nisi erat, tincidunt sed mi ac, lacinia vulputate arcu. Curabitur a purus finibus, volutpat velit fermentum, ornare erat. Aliquam sed malesuada erat, condimentum cursus purus. Curabitur lobortis tempor mauris vel vehicula. Nullam pellentesque lorem non justo porttitor, eu tempus magna sodales. Quisque suscipit massa in justo ullamcorper porttitor.",...,36
544,"White Noise","Don DeLillo",1985,Classic,Post-Modern,320,3.8,12.5,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aliquam iaculis neque nec sem convallis sagittis. Curabitur magna dui, ullamcorper eget posuere eu, pellentesque feugiat est. Ut volutpat tellus a orci mollis lobortis. Duis eu lectus accumsan, pulvinar turpis vel, sollicitudin urna. Praesent eget porta ex. Praesent nisi erat, tincidunt sed mi ac, lacinia vulputate arcu. Curabitur a purus finibus, volutpat velit fermentum, ornare erat. Aliquam sed malesuada erat, condimentum cursus purus. Curabitur lobortis tempor mauris vel vehicula. Nullam pellentesque lorem non justo porttitor, eu tempus magna sodales. Quisque suscipit massa in justo ullamcorper porttitor.",...,33
545,Underworld,"Don DeLillo",1997,Fiction,Historical,832,4.1,18,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aliquam iaculis neque nec sem convallis sagittis. Curabitur magna dui, ullamcorper eget posuere eu, pellentesque feugiat est. Ut volutpat tellus a orci mollis lobortis. Duis eu lectus accumsan, pulvinar turpis vel, sollicitudin urna. Praesent eget porta ex. Praesent nisi erat, tincidunt sed mi ac, lacinia vulputate arcu. Curabitur a purus finibus, volutpat velit fermentum, ornare erat. Aliquam sed malesuada erat, condimentum cursus purus. Curabitur lobortis tempor mauris vel vehicula. Nullam pellentesque lorem non justo porttitor, eu tempus magna sodales. Quisque suscipit massa in justo ullamcorper porttitor.",...,47
546,Libra,"Don DeLillo",1988,Fiction,Historical,464,4,14,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aliquam iaculis neque nec sem convallis sagittis. Curabitur magna dui, ullamcorper eget posuere eu, pellentesque feugiat est. Ut volutpat tellus a orci mollis lobortis. Duis eu lectus accumsan, pulvinar turpis vel, sollicitudin urna. Praesent eget porta ex. Praesent nisi erat, tincidunt sed mi ac, lacinia vulputate arcu. Curabitur a purus finibus, volutpat velit fermentum, ornare erat. Aliquam sed malesuada erat, condimentum cursus purus. Curabitur lobortis tempor mauris vel vehicula. Nullam pellentesque lorem non justo porttitor, eu tempus magna sodales. Quisque suscipit massa in justo ullamcorper porttitor.",...,37
547,"Falling Man","Don DeLillo",2007,Fiction,Post-9/11,256,3.5,13,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aliquam iaculis neque nec sem convallis sagittis. Curabitur magna dui, ullamcorper eget posuere eu, pellentesque feugiat est. Ut volutpat tellus a orci mollis lobortis. Duis eu lectus accumsan, pulvinar turpis vel, sollicitudin urna. Praesent eget porta ex. Praesent nisi erat, tincidunt sed mi ac, lacinia vulputate arcu. Curabitur a purus finibus, volutpat velit fermentum, ornare erat. Aliquam sed malesuada erat, condimentum cursus purus. Curabitur lobortis tempor mauris vel vehicula. Nullam pellentesque lorem non justo porttitor, eu tempus magna sodales. Quisque suscipit massa in justo ullamcorper porttitor.",...,33
548,Cosmopolis,"Don DeLillo",2003,Fiction,Post-Modern,224,3.3,12,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aliquam iaculis neque nec sem convallis sagittis. Curabitur magna dui, ullamcorper eget posuere eu, pellentesque feugiat est. Ut volutpat tellus a orci mollis lobortis. Duis eu lectus accumsan, pulvinar turpis vel, sollicitudin urna. Praesent eget porta ex. Praesent nisi erat, tincidunt sed mi ac, lacinia vulputate arcu. Curabitur a purus finibus, volutpat velit fermentum, ornare erat. Aliquam sed malesuada erat, condimentum cursus purus. Curabitur lobortis tempor mauris vel vehicula. Nullam pellentesque lorem non justo porttitor, eu tempus magna sodales. Quisque suscipit massa in justo ullamcorper porttitor.",...,47
549,"The Map and the Territory","Michel Houellebecq",2010,Fiction,Satire,304,3.9,15,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aliquam iaculis neque nec sem convallis sagittis. Curabitur magna dui, ullamcorper eget posuere eu, pellentesque feugiat est. Ut volutpat tellus a orci mollis lobortis. Duis eu lectus accumsan, pulvinar turpis vel, sollicitudin urna. Praesent eget porta ex. Praesent nisi erat, tincidunt sed mi ac, lacinia vulputate arcu. Curabitur a purus finibus, volutpat velit fermentum, ornare erat. Aliquam sed malesuada erat, condimentum cursus purus. Curabitur lobortis tempor mauris vel vehicula. Nullam pellentesque lorem non justo porttitor, eu tempus magna sodales. Quisque suscipit massa in justo ullamcorper porttitor.",...,32
550,"The Elementary Particles","Michel Houellebecq",1998,Fiction,Philosophical,320,3.8,14.5,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aliquam iaculis neque nec sem convallis sagittis. Curabitur magna dui, ullamcorper eget posuere eu, pellentesque feugiat est. Ut volutpat tellus a orci mollis lobortis. Duis eu lectus accumsan, pulvinar turpis vel, sollicitudin urna. Praesent eget porta ex. Praesent nisi erat, tincidunt sed mi ac, lacinia vulputate arcu. Curabitur a purus finibus, volutpat velit fermentum, ornare erat. Aliquam sed malesuada erat, condimentum cursus purus. Curabitur lobortis tempor mauris vel vehicula. Nullam pellentesque lorem non justo porttitor, eu tempus magna sodales. Quisque suscipit massa in justo ullamcorper porttitor.",...,12
551,Submission,"Michel Houellebecq",2015,Fiction,Satire,256,3.6,14,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aliquam iaculis neque nec sem convallis sagittis. Curabitur magna dui, ullamcorper eget posuere eu, pellentesque feugiat est. Ut volutpat tellus a orci mollis lobortis. Duis eu lectus accumsan, pulvinar turpis vel, sollicitudin urna. Praesent eget porta ex. Praesent nisi erat, tincidunt sed mi ac, lacinia vulputate arcu. Curabitur a purus finibus, volutpat velit fermentum, ornare erat. Aliquam sed malesuada erat, condimentum cursus purus. Curabitur lobortis tempor mauris vel vehicula. Nullam pellentesque lorem non justo porttitor, eu tempus magna sodales. Quisque suscipit massa in justo ullamcorper porttitor.",...,46
552,"My Struggle: Book 1","Karl Ove Knausgaard",2009,Non-Fiction,Autobiographical,448,4,16,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aliquam iaculis neque nec sem convallis sagittis. Curabitur magna dui, ullamcorper eget posuere eu, pellentesque feugiat est. Ut volutpat tellus a orci mollis lobortis. Duis eu lectus accumsan, pulvinar turpis vel, sollicitudin urna. Praesent eget porta ex. Praesent nisi erat, tincidunt sed mi ac, lacinia vulputate arcu. Curabitur a purus finibus, volutpat velit fermentum, ornare erat. Aliquam sed malesuada erat, condimentum cursus purus. Curabitur lobortis tempor mauris vel vehicula. Nullam pellentesque lorem non justo porttitor, eu tempus magna sodales. Quisque suscipit massa in justo ullamcorper porttitor.",...,94
553,"My Struggle: Book 2","Karl Ove Knausgaard",2010,Non-Fiction,Autobiographical,608,4.1,17,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aliquam iaculis neque nec sem convallis sagittis. Curabitur magna dui, ullamcorper eget posuere eu, pellentesque feugiat est. Ut volutpat tellus a orci mollis lobortis. Duis eu lectus accumsan, pulvinar turpis vel, sollicitudin urna. Praesent eget porta ex. Praesent nisi erat, tincidunt sed mi ac, lacinia vulputate arcu. Curabitur a purus finibus, volutpat velit fermentum, ornare erat. Aliquam sed malesuada erat, condimentum cursus purus. Curabitur lobortis tempor mauris vel vehicula. Nullam pellentesque lorem non justo porttitor, eu tempus magna sodales. Quisque suscipit massa in justo ullamcorper porttitor.",...,50
554,"The New York Trilogy","Paul Auster",1987,Fiction,Post-Modern,320,3.9,14,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aliquam iaculis neque nec sem convallis sagittis. Curabitur magna dui, ullamcorper eget posuere eu, pellentesque feugiat est. Ut volutpat tellus a orci mollis lobortis. Duis eu lectus accumsan, pulvinar turpis vel, sollicitudin urna. Praesent eget porta ex. Praesent nisi erat, tincidunt sed mi ac, lacinia vulputate arcu. Curabitur a purus finibus, volutpat velit fermentum, ornare erat. Aliquam sed malesuada erat, condimentum cursus purus. Curabitur lobortis tempor mauris vel vehicula. Nullam pellentesque lorem non justo porttitor, eu tempus magna sodales. Quisque suscipit massa in justo ullamcorper porttitor.",...,50
555,"Moon Palace","Paul Auster",1989,Fiction,Contemporary,320,4,13.5,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aliquam iaculis neque nec sem convallis sagittis. Curabitur magna dui, ullamcorper eget posuere eu, pellentesque feugiat est. Ut volutpat tellus a orci mollis lobortis. Duis eu lectus accumsan, pulvinar turpis vel, sollicitudin urna. Praesent eget porta ex. Praesent nisi erat, tincidunt sed mi ac, lacinia vulputate arcu. Curabitur a purus finibus, volutpat velit fermentum, ornare erat. Aliquam sed malesuada erat, condimentum cursus purus. Curabitur lobortis tempor mauris vel vehicula. Nullam pellentesque lorem non justo porttitor, eu tempus magna sodales. Quisque suscipit massa in justo ullamcorper porttitor.",...,88
556,"The Brooklyn Follies","Paul Auster",2005,Fiction,Contemporary,320,4,14,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aliquam iaculis neque nec sem convallis sagittis. Curabitur magna dui, ullamcorper eget posuere eu, pellentesque feugiat est. Ut volutpat tellus a orci mollis lobortis. Duis eu lectus accumsan, pulvinar turpis vel, sollicitudin urna. Praesent eget porta ex. Praesent nisi erat, tincidunt sed mi ac, lacinia vulputate arcu. Curabitur a purus finibus, volutpat velit fermentum, ornare erat. Aliquam sed malesuada erat, condimentum cursus purus. Curabitur lobortis tempor mauris vel vehicula. Nullam pellentesque lorem non justo porttitor, eu tempus magna sodales. Quisque suscipit massa in justo ullamcorper porttitor.",...,99
557,"4 3 2 1","Paul Auster",2017,Fiction,Contemporary,880,3.8,20,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aliquam iaculis neque nec sem convallis sagittis. Curabitur magna dui, ullamcorper eget posuere eu, pellentesque feugiat est. Ut volutpat tellus a orci mollis lobortis. Duis eu lectus accumsan, pulvinar turpis vel, sollicitudin urna. Praesent eget porta ex. Praesent nisi erat, tincidunt sed mi ac, lacinia vulputate arcu. Curabitur a purus finibus, volutpat velit fermentum, ornare erat. Aliquam sed malesuada erat, condimentum cursus purus. Curabitur lobortis tempor mauris vel vehicula. Nullam pellentesque lorem non justo porttitor, eu tempus magna sodales. Quisque suscipit massa in justo ullamcorper porttitor.",...,38
558,"The Unbearable Lightness of Being","Milan Kundera",1984,Fiction,Philosophical,320,4.1,14,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aliquam iaculis neque nec sem convallis sagittis. Curabitur magna dui, ullamcorper eget posuere eu, pellentesque feugiat est. Ut volutpat tellus a orci mollis lobortis. Duis eu lectus accumsan, pulvinar turpis vel, sollicitudin urna. Praesent eget porta ex. Praesent nisi erat, tincidunt sed mi ac, lacinia vulputate arcu. Curabitur a purus finibus, volutpat velit fermentum, ornare erat. Aliquam sed malesuada erat, condimentum cursus purus. Curabitur lobortis tempor mauris vel vehicula. Nullam pellentesque lorem non justo porttitor, eu tempus magna sodales. Quisque suscipit massa in justo ullamcorper porttitor.",...,69
